Hãng sản xuất,Hệ điều hành,Chất liệu vỏ,Công nghệ CPU,Loại CPU,Tốc độ CPU,Tốc độ tối đa,Loại RAM,Dung lượng RAM,Loại ổ cứng,Dung lượng ổ cứng,Kích thước,Độ phân giải,Công nghệ màn hình,Bộ xử lý,Kiểu card đồ họa,Công nghệ âm thanh,Cổng giao tiếp,Kết nối không dây,Webcam,Tính năng khác,Kích thước_2,Trọng lượng,source_url,shop_1_name,shop_1_price,shop_1_link,shop_2_name,shop_2_price,shop_2_link,shop_3_name,shop_3_price,shop_3_link,Tốc độ bus,Hỗ trợ RAM tối đa,Đèn bàn phím,Dung lượng,Khe thẻ nhớ,Loại Pin,Dung lượng VGA
HP,Windows 11 Home,Kim loại,Intel Core i5,1230U,1.1 GHz,4.4 GHz,DDR4,16 GB,SSD,512GB,13.3 inch,2.8K (2880 x 1800),"OLED, UWVA, 400nits",Intel Iris Xe Graphics,Card tích hợp,"HP Audio Boost, Bang & Olufsen audio","2 x USB 3.2, 2 x Thunderbolt 4","Wifi 802.11ax, Bluetooth 5.2","HP TrueVision 5 MP, Camera IR","Màn hình gập 360 độ, Nút bật/tắt camera, Tiêu chuẩn Nền Intel Evo",298.3 x 214.9 x 16.1 mm,1.34 kg,https://websosanh.vn/laptop-hp-envy-x360-13-bf0094tu-76b14pa-intel-core-i5-1230u/1727519989/so-sanh.htm,tinhocsangtao.vn,20990000,https://tinhocsangtao.vn/san-pham/laptop-hp-envy-x360-13bf0094tu-76b14pa-i51230u16gssd-512gb13intouchwin-11-kem-pen.html,vitinhsangtao.vn,20990000,https://vitinhsangtao.vn/san-pham/laptop-hp-envy-x360-13bf0094tu-76b14pa-i51230u16gssd-512gb13intouchwin-11-kem-pen.html,kigimart.com,21490000,https://kigimart.com/san-pham/laptop-hp-envy-x360-13-bf0094tu-76b14pa,4266 MHz,,Có,4 cell,Micro SD,Pin liền,
Lenovo,No OS,,Intel Core Ultra 7,155H,1.4 GHz,4.8 GHz,DDR5,32 GB,SSD,1TB,16 inch,WQUXGA (3840 x 2400),"IPS, 800nits, Anti-glare, 100% DCI-P3, DisplayHDR 400, Dolby Vision, Eyesafe, TÜV Low Blue Light",Nvidia RTX 1000,Card rời,,"1 x USB-A
2 x USB-C
1 x HDMI 2.1
1 x Headphone / microphone combo jack (3.5mm)
1 x Ethernet (RJ-45)
1 x Security keyhole","Wi-Fi 6E (802.11ax), Bluetooth 5.3",5.0MP + IR camera,Bảo mật vân tay,,2.22 kg,https://websosanh.vn/laptop-lenovo-thinkpad-p16v-gen-2-21kx0038va-intel-core/374271975/so-sanh.htm,eaz.com.vn,60999000,https://eaz.com.vn/Laptop-Lenovo-ThinkPad-P16v-Gen-2-(21KX0038VA)-Intel-core-Ultra-7-155H-32GB-DDR5-5600-1TB-SSD-NVIDIA-RTX1000-6GB-16-WQUXGA-No-OS-3-Yrs-0824A/103387,laptopworld.vn,64190000,https://laptopworld.vn/laptop-lenovo-thinkpad-p16v-gen-2-21kx0038va,laptopre.vn,64190000,https://laptopre.vn/laptop/lenovo-thinkpad-p16v-gen-2-21kx0038va,5600 MHz,96 GB,,,SD,Pin liền,6 GB
Asus,Windows 11 Home,,Intel Core i5,1335U,1.3 GHz,4.6 GHz,DDR4,8 GB,SSD,512GB,14 inch,Full HD (1920 x 1080),"Tấm nền IPS, Chống chói Anti-Glare",Intel UHD Graphics,Card tích hợp,,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, HDMI 1.4","Wifi 802.11ax, Bluetooth 5.3",HD Webcam,Bảo mật vân tay,326.9 x 214.45 x 19.9 mm,1.46 kg,https://websosanh.vn/laptop-asus-expertbook-b1402cva-nk0062w-intel-core-i5-1335u-ram-8gb/187711212/so-sanh.htm,tinhocsangtao.vn,12890000,https://tinhocsangtao.vn/san-pham/laptop-asus-b1402cvank0062w--i51335u-8gb-512gb-14-fhd-win11-den.html,nhanhavui.com.vn,12989000,https://nhanhavui.com.vn/laptop/asus-b1402cvank0062w,congnghesgsaigon.com,11000000,https://congnghesgsaigon.com/laptop-asus-expertbook-b1-b1402cva-nk0062w-intel-core-i5-1335u-8gb-512gb-intel-uhd-graphics-14-inch-fhd-windows-11-den.html,3200 MHz,,,3 cell,Micro SD,,
Dell,Windows 10 Home,,Intel Core i7,10510U,1.8 GHz,4.9 GHz,DDR3,8 GB,SSD,512GB,13.3 inch,Full HD (1920 x 1080),TrueLife Touch Narrow Border IPS Display with Active Pen,Intel UHD Graphics,Card tích hợp,Waves MaxxAudio Pro,"1x USB 3.1, 1x USB 3.1 Gen 1 Type-C, HDMI","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",Có,,307.6 x 204.7 x 14.9 mm,1.4 kg,https://websosanh.vn/laptop-dell-inspiron-7391-t7391a-intel-core-i7-10510u-8gb/831295681/so-sanh.htm,compro.com.vn,27800000,http://compro.com.vn/may-tinh-xach-tay-laptop-dell-inspiron-7391-t7391a-black.html,laptopfull.com,28299000,https://laptopfull.com/laptop-dell-core-i7/dell-inspiron-7391-t7391a-i7-10510u/,vinhhung.com.vn,28400000,http://vinhhung.com.vn/may-tinh-xach-tay-dell/laptop-dell-inspiron-7391a-p113g001-black.html,2133 MHz,,,4 cell,"Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",,
HP,Windows 10 Home,,Intel Core i7,1065G7,1.3 GHz,3.9 GHz,DDR4,8 GB,SSD,256GB,14 inch,Full HD (1920×1080),"IPS, anti-glare, 250 nits, 45% NTSC",Intel Iris Plus Graphics,Card tích hợp,"SD, SDXC, SDHC","2 USB 3.1 Gen 1
1 USB 3.1 Type-C
1 HDMI 1.4",Bluetooth 5 combo,Có,Không,324 x 225 x 17.9 mm,1.47 kg,https://websosanh.vn/laptop-hp-340s-g7-36a36pa-intel-core-i7-1065g7-8gb/1251972255/so-sanh.htm,phucantech.vn,15490000,https://phucantech.vn/san-pham/laptop/hang/alienware/laptop-hp-340s-g7-36a36pa-xam-cpu-i7-1065g7-ram-8gb-ssd-256gb-14-inch-fhd-win-10/,compro.com.vn,18960000,http://compro.com.vn/laptop-hp-340s-g7-36a36pa-xam.html,mayina0.com,19870000,https://mayina0.com/hp/laptop/laptop-hp-340s-g7-36a36pa-8908.html,2666 MHz,,Không,3 cell,,,
Samsung,Windows 11 Home,,Intel Core Ultra 7,256V,,4.8 GHz,LPDDR5x,16 GB,SSD,512GB,15.6 inch,Full HD (1920 x 1080),AMOLED,Intel Arc Graphics 140V,Card tích hợp,Dolby Atmos,"2 x Thunderbolt 4
USB3.2
HDMI 2.1","Wi-Fi 7 (802.11be), Bluetooth 5.4",Full HD Webcam,TPM 2.0,355.4 x 228 x 13.7 mm,,https://websosanh.vn/laptop-samsung-galaxy-book5-360-intel-core-ultra-7-256v/337093775/so-sanh.htm,laptopre.vn,27300000,https://laptopre.vn/laptop/samsung-galaxy-book5-360-15-inch-2025,lapvip.com.vn,32990000,https://lapvip.com.vn/samsung-galaxy-book-5-360-15-inch-2025-p4082,laptoptld.com,34990000,https://laptoptld.com/sp/samsung-galaxy-book-5-360-15-6-inch-2025/,8533 MHz,,,,,,
Lenovo,Windows 11 Home,,AMD Ryzen 7,6800H,3.2 GHz,4.7 GHz,DDR5,16 GB,SSD,512GB,15.6 inch,Full HD (1920 x 1080),"Tấm nền IPS, Chống chói Anti-Glare",,Card rời,Nahimic Audio,"1x USB-C 3.2 Gen 2, 2x USB 3.2 Gen 1, 1x HDMI 2.0, 1x RJ-45","Wifi 802.11ax, Bluetooth 5.2",HD Webcam,,359.6 x 266.4 x 21.8 mm,2.3 kg,https://websosanh.vn/laptop-lenovo-ideapad-gaming-3-15arh7-82sb007mvn-amd-ryzen/1193416231/so-sanh.htm,tiki.vn,24700000,https://fast.accesstrade.com.vn/deep_link/4348611826491973833?url=https%3a%2f%2ftiki.vn%2flaptop-lenovo-ideapad-gaming-3-15arh7-82sb007mvn-amd-ryzen-7-6800h-16gb-512gb-ssd-rtx-3050-ti-4gb-156-inch-full-hd-ips-120hz-win-11-led-key-rgb-hang-chinh-hang-p247666447.html%3fspid%3d247666448&utm_source=websosanh,eaz.com.vn,19499000,https://eaz.com.vn/Lenovo-IdeaPad-Gaming-3-15ARH7-(82SB007MVN)-AMD-RyzenTM-7-6800H-16GB-512GB-SSD-PCIe-Gen-4-0-GeForce-c2-ae-RTX-3050-Ti-4GB-GDDR6-TGP-85W-15-6-inch-Full/78877,techgo.com.vn,24749000,https://techgo.com.vn/laptop-lenovo-ideapad-gaming-3-15arh7-82sb007mvn-xam-amd-ryzen-7-6800u-upto-4-7-ghz-16mb-ram-16gb-512gb-ssd-15-6-fhd-nvidia-gefo.html,4800 MHz,,Có,3 cell,,,4 GB
HP,Windows 11 Home,,Intel Core i3,1315U,1.2 GHz,4.5 GHz,DDR4,8 GB,SSD,512GB,14 inch,Full HD (1920 x 1080),"Tấm nền IPS, Chống chói Anti-Glare",Intel UHD Graphics,Card tích hợp,,"1 x USB Type-C, 2 x USB Type-A, HDMI 1.4b","Wifi 802.11ax, Bluetooth 5.3",HD Webcam,,324 x 215 x 17.9 mm,1.36 kg,https://websosanh.vn/laptop-hp-240-g10-9h2e0pt-intel-core-i3-1315u-ram/63263058/so-sanh.htm,hungphuc.vn,11900000,https://www.hungphuc.vn/laptop-hp/laptop-hp-240-g10-9h2e0pt,congngheminhanh.com,12190000,https://congngheminhanh.com/laptop-hp-240-g10-9h2e0pt-i3-1315u-ram-8gb-ssd-512gb-windows-11-1y-bac,tinhocsangtao.vn,12490000,https://tinhocsangtao.vn/san-pham/laptop-hp-240-g10-9h2e0pt-i31315u-8g-ssd-512gb-14-fhd-win-11-bac.html,3200 MHz,16 GB,Không,3 cell,,,
Asus,Windows 11 Home,,Intel Core i9,12900H,2.5 GHz,5.0 GHz,,16 GB,SSD,1TB,13.4 inch,WUXGA (1920 x 1200),"16:10, Touch Screen, 120Hz",,Card rời,"Dolby Atmos, Hi-Res Audio","1x USB 3.2 Gen 2 Type-C, 1x USB 2.0 Type-A, 1x ROG XG Mobile Interface, 1x HDMI 2.0b","Wifi 802.11ax, Bluetooth 5.2",HD Webcam,,302 x 204 x 12 mm,1.18 kg,https://websosanh.vn/laptop-asus-rog-flow-z13-gz301ze-ld6688w-intel-core-i9/1695497311/so-sanh.htm,chuyenlaptopcu.com,31000000,https://chuyenlaptopcu.com/asus-rog-flow-z13-gz301ze/,laptopre.vn,31000000,https://laptopre.vn/laptop/asus-rog-flow-z13-gz301ze-like-new,eaz.com.vn,42499000,https://eaz.com.vn/Laptop-Asus-ROG-Flow-Z13-GZ301ZE-LD6688W-Intel-Core-i9-12900H-16GB-SSD-1TB-RTX-3050Ti-4GB-13-4-IPS-120Hz-Touch-RGB-LED-Key-Win-11-0323F/79198,5200 MHz,,Có,4 cell,Micro SD,,4 GB
HP,Windows 11 Home,,Intel Core i7,12700H,2.3 GHz,4.7 GHz,DDR5,16 GB,SSD,512GB,16 inch,WQXGA (2560 x 1600),"Tấm nền IPS, Low Blue Light",Nvidia GeForce RTX 3060,Card rời,"Audio by Bang & Olufsen, Quad speakers, HP Audio Boost","2 x USB Type-C, 2 x USB Type-A, 1 x HDMI 2.1","Wifi 802.11ax, Bluetooth 5.2",HD Webcam,,357.4 x 251.8 x 19.9 mm,2.32 kg,https://websosanh.vn/laptop-hp-envy-16-h0034tx-6k7g0pa-intel-core-i7-12700h-16gb/1182895077/so-sanh.htm,kigimart.com,35990000,https://kigimart.com/san-pham/laptop-hp-envy-16-h0034tx-6k7g0pa,eaz.com.vn,39699000,https://eaz.com.vn/Laptop-HP-Envy-16-h0034TX-(6K7G0PA)-Core-i7-12700H-16GB-512GB-RTX-3060-6GB-16-inch-WQXGA-IPS-120Hz-Win-11-Bac-1022D/79279,nama.vn,42990000,https://nama.vn/hp-envy/laptop-hp-envy-x360-16-h0034tx-6k7g0pa-i7-12700h-16gb-512gb-ssd-rtx-3060-6gb-w11sl-bac,4800 MHz,32 GB,Có,6 cell,Micro SD,,6 GB
Lenovo,Windows 11 Home,,Intel Core i7,13620H,2.4 GHz,4.9 GHz,DDR5,16 GB,SSD,512GB,15.6 inch,Full HD (1920 x 1080),"IPS 300nits Anti-glare, 45% NTSC",Intel UHD Graphics,Card tích hợp,,"2x USB-A
1x USB-C
1x HDMI 1.4b","Wifi 802.11ax, Bluetooth 5.2",HD Webcam,Bảo mật vân tay,359.2 x 235.8 x 18.3 mm,1.61 kg,https://websosanh.vn/laptop-lenovo-v15-g5-irl-83hf00btva-intel-core-i7-13620h/1663372131/so-sanh.htm,vitinhmanhphat.com,16450000,https://vitinhmanhphat.com/lenovo-v15-g5-irl-83hf00btva-core-i713620h-ram-16gb-ssd-512gb-intel-uhd-graphics-156-inch-fhd-noos-xam,kigimart.com,17290000,https://kigimart.com/san-pham/laptop-lenovo-v15-g5-irl-83hf00btva,mega.com.vn,17300000,https://mega.com.vn/laptop-lenovo-v15-g5-irl-83hf00btva,5200 MHz,32 GB,Không,3 cell,,,
HP,FreeDOS,,Intel Core i5,1135G7,,4.2 GHz,DDR4,4 GB,SSD,256GB,14 inch,Full HD (1920×1080),Anti -Glare,Intel Graphics,Card tích hợp,,"3 Super Speed USB Type-A 5Gbps signaling rate (1 charging, 1 power)
1 SuperSpeed USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™)
1 RJ-45
1 headphone/microphone combo
1 HDMI 1.4b
1 AC power","Intel AX201 Wi-Fi 6 (2x2)
Realtek 10/100/1000 GbE NIC
Bluetooth 5 combo",Có,Bảo mật vân tay,321.9 x 213.9 x 19.9 mm,1.38 kg,https://websosanh.vn/laptop-hp-probook-440-g8-2z6h0pa-intel-core-i5-1135g7/1401431932/so-sanh.htm,hkc.vn,17450000,https://hkc.vn/san-pham/laptop-hp-probook-440-g8-2z6h0pa/,svcvietnam.com.vn,18590000,https://svcvietnam.com.vn/laptop-hp-probook-440-g8-2z6h0pa,anp.com.vn,19090000,https://anp.com.vn/laptop-phu-kien/laptop-hp-chinh-hang/laptop-hp-probook-440-g8-2z6h0pa-14-full-hdintel-core-i5-1135g74gb256gb-ssdfree-dos1.3kg,3200 MHz,,,3 cell,"SD, SDXC, SDHC",,
Dell,Windows 10 Home,Nhựa,Intel Core i5,1135G7,2.4 GHz,4.2 GHz,DDR4,8 GB,SSD,512GB,13.3 inch,Full HD (1920 x 1080),"60Hz, LED",Intel Iris Xe Graphics,Card tích hợp,"Realtek High Definition Audio, Waves MaxxAudio","2 x USB 3.1, HDMI, USB Type-C","Bluetooth v5.0, Wi-Fi 802.11 a/b/g/n/ac",HD Webcam,"Bảo mật vân tay, Công tắc khóa camera",306 x 204 x 15.9 mm,1.06 kg,https://websosanh.vn/laptop-dell-vostro-5301-c4vv92-intel-core-i5-1135g7-8gb/605527687/so-sanh.htm,hkc.vn,20622000,https://hkc.vn/san-pham/laptop-dell-vostro-13-5301-c4vv92-chinh-hang/,compro.com.vn,20500000,http://compro.com.vn/laptop-dell-vostro-5301-c4vv92-xam.html,baochau.vn,20990000,https://baochau.vn/laptop-dell-vostro-5301-c4vv92-core-i5-1135g7-ram-8gb-ssd-512gb-13-3inch-fhd-300-nits-95-rgb-vga-intel-iris-xe-graphics-window10-.html,4267 MHz,,Có,3 cell,Micro SD,Pin liền,
Lenovo,Windows 11 Home,,Intel Core Ultra 5,225H,,4.9 GHz,DDR5,32 GB,,,14.5 inch,WUXGA (1920x1200),"IPS 400nits Anti-glare, 45% NTSC, 60Hz",Nvidia NRTX PRO 500,Card rời,High Definition (HD) Audio,"1 x USB-A
2 x Thunderbolt 4","Wi-Fi 7 (802.11be), Bluetooth 5.4",5.0MP + IR with Privacy Shutter,Bảo mật vân tay,325.5 x 227.6 x 11.2 mm,1.64 kg,https://websosanh.vn/laptop-lenovo-thinkpad-p14s-gen-6-21qt0059va-intel-core/1793774552/so-sanh.htm,tnc.com.vn,31490000,https://www.tnc.com.vn/laptop-lenovo-thinkpad-p14s-gen-6-ultra-5-225h-rtx-pro-500-21qt0059va.html,vitinhmanhphat.com,38700000,https://vitinhmanhphat.com/lenovo-thinkpad-p14s-gen6-21qt0059va-intel-core-ultra-5-225h-490-ghz-32gb-ram-1tb-ssd-vga-rtx-pro500bw-6gb--wifi-bt-finger-print-145inch-wuxga-ag-400n-no-os-3yrs,vitinhminhhoang.vn,45233000,https://vitinhminhhoang.vn/san-pham/laptop-lenovo-thinkpad-p14s-g6-21qt0059va-ultra-5-225h-32gb-1tb-ssd-rtx-pro-500-6gb-14-5inch-wuxga-noos-black-vo-nhom-3y/,5600 MHz,96 GB,,,,,6 GB
Lenovo,Windows 11 Home,,Intel Core i5,13420H,2.1 GHz,4.6 GHz,DDR4,8 GB,SSD,512GB,14 inch,Full HD (1920 x 1080),"IPS, 300nits, Anti-glare, 45% NTSC",Intel UHD Graphics,Card tích hợp,Dolby Audio,"1x USB-C 3.2 Gen 1
1x USB 3.2 Gen 1
1x USB 2.0
1x HDMI 1.4b
1x Headphone / microphone combo jack (3.5mm)
1x Ethernet (RJ-45)
1x Power connector","Wifi 802.11ac, Bluetooth 5.1",HD camera,,324.2 x 215.2 x 19.9 mm,1.43 kg,https://websosanh.vn/laptop-lenovo-v14-g4-iru-83a000bevn-intel-core-i5-13420h/526362983/so-sanh.htm,tinhocsangtao.vn,12290000,https://tinhocsangtao.vn/san-pham/laptop-lenovo-v14-gen-4-iru-83a000bevn-i513420h-8gb-512gb-ssd-140-fhd-ips-win-11.html,shopee.vn,16290000,https://shope.ee/an_redir?origin_link=https%3a%2f%2fshopee.vn%2funiversal-link%2fproduct%2f399274484%2f27012906325?&affiliate_id=17190830000&sub_id=websosanh-datafeed,eaz.com.vn,12099000,https://eaz.com.vn/Laptop-Lenovo-V14-Gen-4-IRU-(83A000BEVN)-Intel-Core-i5-13420H-8GB-512GB-Intel-UHD-Graphics-14-FHD-Win-11-1024/113745,3200 MHz,40 GB,,2 cell,,Pin liền,
Gigabyte,Windows 11 Home,,Intel Core i7,14650HX,2.2 GHz,5.2 GHz,DDR5,16 GB,SSD,1TB,16 inch,QHD+ (2560 x 1600),"Chống chói Anti-Glare, 165Hz",Nvidia GeForce RTX 4070,Card rời,Realtek High Definition Audio,"2 x USB 3.2 Gen 2 Type-A, 1 x USB 3.2 Gen 2 Type-C, HDMI","Wifi 802.11ax, Bluetooth 5.2",IR + Full HD Webcam,,356 x 254 x 27 mm,2.4 kg,https://websosanh.vn/laptop-gigabyte-aorus-16x-9rx6lasgddjixdvn010-intel-core-i7-14650hx-16gb/213570937/so-sanh.htm,dienmayxanh.com,38390000,https://fast.accesstrade.com.vn/deep_link/4348611826491973833?url=https%3a%2f%2fwww.dienmayxanh.com%2flaptop%2fgigabyte-aorus-16x-x6lag-i7-9rx6lasgddjixdvn010&utm_source=websosanh,vitinhmanhphat.com,35150000,https://vitinhmanhphat.com/gigabyte-aorus-16x-x6lag-9rx6lasgddjixdvn010-intel-core-i714650hx-vga-geforce-rtx-4070-8gb-ram-16gb-1tb-ssd-16-fhd-165hz-win-11,eaz.com.vn,35499000,https://eaz.com.vn/Laptop-Gigabyte-AORUS-16X-9RX6LASGDDJIXDVN010-Intel-Core-i7-14650HX-16GB-1TB-GeForce-RTXTM-4070-8GB-16-QHD-165Hz-Win-11-0125/114427,5600 MHz,,Có,4 cell,,,8 GB
Lenovo,No OS,,Intel Core Ultra 5,125U,1.3 GHz,4.3 GHz,DDR5,16 GB,SSD,512GB,14 inch,WUXGA (1920 x 1200),"IPS, 300nits, Anti-glare, 45% NTSC, 60Hz",Intel Graphics,Card tích hợp,,"2 x USB-A
2 x USB-C
1 x HDMI
1 x 3.5mm
1 x RJ-45","Wi-Fi 6E 11ax 2x2 , Bluetooth 5.3",Full HD + IR Hybrid with Privacy Shutter,Bảo mật vân tay,313.5 x 224 x 16.9 mm,1.38 kg,https://websosanh.vn/laptop-lenovo-thinkbook-14-g7-irl-21mr006wvn-intel-core/288125196/so-sanh.htm,ben.com.vn,21439000,https://fast.accesstrade.com.vn/deep_link/4348611826491973833/6544141033462679814?url=https%3a%2f%2fben.com.vn%2flaptop-lenovo-thinkbook-14-gen-7-iml-21mr006wvn--intel-core-ultra-5-125u-ram-16gb-512gb-ssd-intel-graphics-14-inch-wuxga-no-os-2yrs---ctsp,techsys.vn,18880000,https://techsys.vn/may-tinh-xach-tay-lenovo-thinkbook-14-gen-7-iml-21mr006wvn,eaz.com.vn,18899000,https://eaz.com.vn/Laptop-Lenovo-ThinkBook-14-G7-IML-(21MR006WVN)-Intel-Core-Ultra-5-125U-16GB-512GG-SSD-14-Inch-WUXGA-IPS-FreeDOS-0624/93043,5600 MHz,64 GB,,3 cell,SD,Pin liền,
Asus,Windows 11 Home,,Intel Core i9,14900HX,2.2 GHz,5.8 GHz,DDR5,32 GB,SSD,1TB,18 inch,QHD+ - WQXGA (2560 x 1600),"16:10, 240Hz, 3ms, IPS-level, Anti-glare display, 100% DCI-P3, G-Sync, Pantone Validated, NEBULA",Nvidia GeForce RTX 4070,Card rời,Dolby Atmos,"1 x RJ45 LAN
1 x Thunderbolt 4
1 x USB 3.2 Gen 2 Type-C
2 x USB 3.2 Gen 2 Type-A
1 x HDMI 2.1
1 x 3.5mm","Wi-Fi 6E (802.11ax), Bluetooth 5.3",HD camera,,399 x 294 x 23.1 ~ 30.8 mm,3 kg,https://websosanh.vn/laptop-asus-rog-strix-g18-g814jir-n6108w-intel-core-i9-14900hx/985838302/so-sanh.htm,eaz.com.vn,52699000,https://eaz.com.vn/Laptop-Asus-ROG-Strix-G18-G814JIR-N6108W-Core-i9-14900HX-32GB-1TB-RTX-4070-18-inch-WQXGA-240Hz-Win-11-Xam-1124/114107,kigimart.com,53690000,https://kigimart.com/san-pham/laptop-asus-rog-strix-g18-g814jir-n6108w-2024,laptopworld.vn,53890000,https://laptopworld.vn/laptop-asus-rog-strix-g18-g814jir-n6108w,5600 MHz,64 GB,RGB,4 cell,,Pin liền,8 GB
HP,Windows 11 Home,,Intel Core Ultra 7,255U,2.0 GHz,5.2 GHz,DDR5,16 GB,SSD,512GB,13.3 inch,WUXGA (1920 x 1200),"IPS, anti-glare, 300 nits, 62.5% sRGB",Intel Graphics,Card tích hợp,,"2 x Thunderbolt 4
2 x USB Type-A
1 x HDMI 2.1","Wifi 802.11ax, Bluetooth 5.3",Full HD Webcam,Cảm biến vân tay,303.1 x 215 x 10.9 ~ 17 mm,1.3 kg,https://websosanh.vn/laptop-hp-elitebook-6-g1i-13-bq9m6pt-intel-core/2016575766/so-sanh.htm,vitinhmanhphat.com,28450000,https://vitinhmanhphat.com/hp-elitebook-6-g1i-13-bq9m6pt-ultra-7-255u-ram-16gb-ssd-512gb-intel-graphics-133-inch-wuxga-win-11-bac,loctai.com,28790000,https://www.loctai.com/products/laptop-hp-elitebook-6-g1i-13-bq9m6pt,laptop123.com.vn,28800000,https://laptop123.com.vn/san-pham/laptop-hp-elitebook-6-g1i-13-bq9m6pt-core-ultra-7-255u-6205.html,5600 MHz,,,3 cell,,,
MSI,Windows 10 Home,Kim loại,Intel Core i9,10980HK,2.4 GHz,5.3 GHz,DDR4,64 GB,SSD,2TB,17.3 inch,UHD (3840 x 2160),Tấm nền IPS,Nvidia GeForce RTX 3080,Card rời,Nahimic 3 Audio,"1x Type-C USB 3.2 Gen2 with DP1.4, 1x Type-C USB 3.2 Gen2x2, 2x Type-A USB 3.2 Gen 1, 1x Type-A USB 3.2 Gen2, 1x RJ45, HDMI","Wifi 6E AX210(2*2), Bluetooth v5.2",HD Webcam,,397 x 284 x 25.9 mm,2.9 kg,https://websosanh.vn/laptop-msi-ge76-raider-10uh-intel-core-i9-10980hk-64gb/959591916/so-sanh.htm,hopthanhthinh.com,108990000,https://hopthanhthinh.com/laptop-msi-gaming-ge76-raider-10uh-i9-10980hk-64gb-ram-2tb-ssd-rtx3080-16g-17.3-inch-uhd-win10-2021-gia-re-tai-hcm,songphuong.vn,110000000,https://songphuong.vn/product/laptop-msi-ge76-raider-dragon-edition-tiamat-10uh/,mylook.vn,111089000,https://mylook.vn/laptop-msi-gaming-ge76-raider-10uh-2021,3200 MHz,,Có,4 cell,Micro SD,Pin liền,16 GB
Asus,Windows 10,Nhựa,Intel Core i5,11400H,2.7 GHz,4.5 GHz,DDR4,8 GB,SSD,512GB,17.3 inch,Full HD (1920 x 1080),Anti-glare LED-backlit,Nvidia GeForce RTX 3050,Card rời,DTS Audio,"Jack tai nghe 3.5 mm, Thunderbolt 4 USB-C3 x USB 3.2, HDMI, LAN (RJ45)","Bluetooth 5.2, Wi-Fi 6 (802.11ax)",Có,Đèn bàn phím chuyển màu RGB,399 x 269 x 23.9 mm,2.6 kg,https://websosanh.vn/laptop-asus-tuf-gaming-fx706hc-hx003t-intel-core-i5-11400h-8gb/1854790224/so-sanh.htm,laptoptaithinh.vn,20500000,https://laptoptaithinh.vn/asus-tuf-gaming-fx706hc-hx003t-intel-core-i5-11400h-nvidia-geforce-rtx-3050-4gb-likenew-99,svcvietnam.com.vn,24990000,https://svcvietnam.com.vn/laptop-asus-tuf-gaming-fx706hc-hx003t-core-i5-11400h-8gb-512gb-rtx-3050-4gb-17-3-inch-fhd-win-10-xam,mylook.vn,25499000,https://mylook.vn/laptop-asus-gaming-tuf-fx706hc-hx003t-xam,3200 MHz,32 GB,Có,3 cell,Có,Pin liền,4 GB
MSI,Windows 11 Home,,Intel Core Ultra 9,275HX,2.7 GHz,5.4 GHz,DDR5,64 GB,SSD,2TB,18 inch,UHD+ (3840x2400),"MiniLED, 120Hz, 100% DCI-P3",Nvidia GeForce RTX 5090,Card rời,,"2 x Thunderbolt 4
2 x Type-A USB3.2 Gen2
HDMI 2.1","Wi-Fi 7 (802.11be), Bluetooth 5.4",IR + Full HD Webcam,Bảo mật vân tay,399.99 x 289.67 x 19.9-23.99 mm,2.89 kg,https://websosanh.vn/laptop-msi-stealth-18-hx-ai-a2xwjg-073vn-intel/2090376627/so-sanh.htm,vitinhmanhphat.com,127500000,https://vitinhmanhphat.com/msi-stealth-18-hx-ai-a2xwjg-073vn-ultra-9-275hx-ram-32gb-ssd-2tb-rtx-5090-18inch-uhd-120hz-win-11-den,novazone.vn,128960000,https://novazone.vn/laptop-msi-stealth-18-hx-ai-a2xwjg-073vn-cpu-ultra-9-275hx-ram-64gb-ddr5-ssd-2tb-pcie-vga-rtx-5090-24gb-180-uhd-miniled-100-dci-p3-120hz-win11,xgear.net,128990000,https://xgear.net/products/laptop-gaming-msi-stealth-18-hx-ai-a2xwjg-073vn,5600 MHz,96 GB,Có,4 cell,SD,,24 GB
