Hãng sản xuất,Công nghệ CPU,Loại CPU,Dung lượng RAM,Loại RAM,Loại ổ cứng,Dung lượng ổ cứng (GB),Đồ họa đã làm sạch,Kích thước (inch),shop_1_price,shop_1_name,shop_2_price,shop_2_name,shop_3_price,shop_3_name
Hp,Intel core i7,13700H,32.0,DDR5,SSD,512.0,RTX 4050,16.1,29690000,maytinhphongvu.com.vn,30899000,eaz.com.vn,31490000.0,tnc.com.vn
Hp,Intel Core i3,1005G1,4.0,DDR4,SSD,512.0,Intel UHD Graphics,14.0,10900000,hkc.vn,13000000,tinhocsangtao.vn,11760000.0,dtex.vn
Asus,AMD Ryzen 9,6900HX,32.0,DDR5,SSD,1024.0,RTX 3070,16.0,78899000,eaz.com.vn,83790000,mtcomputer.vn,93990000.0,anp.com.vn
Asus,Intel Core i5,8265U,4.0,DDR4,HDD,1024.0,Intel UHD Graphics,15.6,12490000,hkc.vn,8600000,laptop127.vn,12900000.0,owlgaming.vn
Hp,Intel Core i7,1255U,8.0,DDR4,SSD,256.0,Intel Iris Xe,15.6,15120000,hkc.vn,15200000,hungphuc.vn,15490000.0,tinhocsangtao.vn
Lenovo,Intel core i7,1355U,16.0,LPDDR5,SSD,512.0,Intel Iris Xe,14.0,20900000,duyhai.vn,22900000,macshop24h.vn,25700000.0,laptoptcc.com
Hp,Intel Core i5,1340P,8.0,DDR4,SSD,512.0,Intel Iris Xe,15.6,18190000,tinhocsangtao.vn,19290000,nhanhavui.com.vn,20470000.0,hkc.vn
Hp,Intel Core i7,1260P,16.0,DDR4,SSD,512.0,Intel Iris Xe,15.6,14590000,cellphones.com.vn,20890000,hungphuc.vn,21790000.0,tinhocsangtao.vn
Hp,Intel Core i7,1355U,16.0,DDR5,SSD,512.0,Intel Iris Xe,14.0,36490000,nhanhavui.com.vn,36900000,tinhocsangtao.vn,36900000.0,vitinhsangtao.vn
Acer,Intel Pentium,N5000,4.0,DDR4,,,Intel UHD Graphics,14.0,8900000,vinhhung.com.vn,10190000,compro.com.vn,10190000.0,nnkk.vn
Hp,AMD Ryzen 5,4500U,4.0,DDR4,SSD,256.0,AMD Radeon Graphics,15.6,15770000,compro.com.vn,15890000,vitinhanphatdat.com,16300000.0,mayina0.com
Lenovo,Intel Core Ultra 5,226V,16.0,LPDDR5x,SSD,512.0,Intel Arc Graphics,14.0,28990000,cellphones.com.vn,24790000,loctai.com,26190000.0,laptopworld.vn
Dell,Intel Core Ultra 5,135U,16.0,LPDDR5x,SSD,512.0,Intel Arc Graphics,14.0,33990000,ben.com.vn,19700000,laptoptanphu.com,19800000.0,kimlongcenter.com
Dell,Intel Core i5,1240P,8.0,DDR4,SSD,256.0,Intel Iris Xe,16.0,13090000,cellphones.com.vn,17390000,hungphuc.vn,17990000.0,tinhocsangtao.vn
Lenovo,Intel Core i7,10510U,8.0,DDR4,SSD,512.0,Intel UHD Graphics,14.0,34399000,eaz.com.vn,34900000,laptopdeal.vn,35590000.0,svcvietnam.com.vn
Acer,Intel Core i3,7130U,4.0,DDR4,SSD,256.0,Other GPU,14.0,12899000,tinhocsangtao.vn,12899000,vitinhsangtao.vn,13190000.0,nnkk.vn
Apple,Apple M2,8-core,8.0,,SSD,512.0,Apple GPU,13.0,30000000,lamphongstore.com,30290000,kfs.com.vn,30490000.0,quocthangplaza.com
Asus,Intel Core i5,8250U,4.0,DDR4,HDD,1024.0,Unknown,15.6,15400000,cameranhapkhau.com,16600000,compro.com.vn,16790000.0,laptopfull.com
Asus,Intel Core i5,1235U,16.0,DDR4,SSD,512.0,Intel UHD Graphics,14.0,10900000,vodien.vn,12799000,eaz.com.vn,14490000.0,thienthientan.vn
Lenovo,Intel Core i5,12450H,16.0,LPDDR5,SSD,512.0,Intel UHD Graphics,14.0,16489000,lazada.vn,14840000,vitinhminhhoang.vn,15499000.0,eaz.com.vn
Lenovo,AMD Ryzen 5,5600H,16.0,DDR4,SSD,512.0,RTX 3050,16.0,18899000,eaz.com.vn,26400000,skycomputer.vn,26590000.0,mua8.com
Hp,AMD Ryzen 7,3700U,8.0,DDR4,SSD,512.0,AMD Radeon Graphics,14.0,32440000,mayina0.com,32590000,compro.com.vn,35990000.0,songphuong.vn
Hp,AMD Ryzen 5,5500U,8.0,DDR4,SSD,256.0,Unknown,15.6,11900000,shopee.vn,18900000,xtech88.vn,22000000.0,laptopgiatot.net
Dell,Intel Core i5,1035G1,8.0,DDR4,SSD,512.0,Other GPU,15.6,8750000,phucanpc.com,9800000,laptop127.vn,18390000.0,adtcom.vn
Msi,Intel Core i9,14900HX,16.0,DDR5,SSD,512.0,RTX 5050,15.6,31490000,tnc.com.vn,32950000,vitinhmanhphat.com,34890000.0,hanoinew.vn
Surface,Intel Core i5,11300H,16.0,LPDDR4,SSD,256.0,Intel Iris Xe,14.4,36009000,happytechstore.vn,36599000,tritienlaptop.com,39000000.0,zin100.vn
Asus,Intel Core i7,10750H,8.0,DDR4,SSD,512.0,GTX 1650TI,15.6,27300000,tinhocsangtao.vn,24000000,tamthanhlaptop.com,25850000.0,kenhtinhoc.vn
Xiaomi,,1115G4,8.0,DDR4,SSD,256.0,Intel UHD Graphics,15.6,11990000,miviet.com,11990000,computerbinhduong.vn,11990000.0,binhduongcomputer.vn
Hp,Intel Core i7,1355U,8.0,DDR4,SSD,512.0,Intel Iris Xe,15.6,20290000,tinhocsangtao.vn,20990000,hoanghamobile.com,15000000.0,laptop15.vn
Hp,Intel Core i5,1135G7,4.0,DDR4,SSD,512.0,Intel UHD Graphics,14.0,16181000,tinhocsangtao.vn,16181000,vitinhsangtao.vn,16600000.0,mayina0.com
Hp,Intel Core i7,10510U,8.0,DDR4,SSD,512.0,Intel UHD Graphics,14.0,21945000,focus.net.vn,21980000,compro.com.vn,22990000.0,dtex.vn
Lg,Intel Core i5,8250U,8.0,DDR4,SSD,256.0,Intel UHD Graphics,13.3,25390000,nnkk.vn,26400000,thovinh.com.vn,27500000.0,gland.vn
Mechrevo,AMD Ryzen 7,8845HS,24.0,DDR5,SSD,1024.0,AMD Radeon Graphics,15.3,15600000,trieubom.com,16100000,mazo.vn,16200000.0,sazo.vn
Hp,Intel core I3,1315U,,DDR4,SSD,512.0,Intel UHD Graphics,15.6,12750000,hungphuc.vn,12790000,tinhocsangtao.vn,12599000.0,eaz.com.vn
Acer,Intel Core i5,8300H,8.0,DDR4,SSD,512.0,GTX 1050,15.6,17480000,cameranhapkhau.com,17050000,quangmai.net,17990000.0,ababa.com.vn
Asus,Intel Core i5,8265U,8.0,LPDDR3,SSD,512.0,Unknown,14.0,16990000,phucanhcomputer.com,16990000,tinhocphucan.com,16990000.0,maytinhtamky.net
Lenovo,Intel Core i5,1235U,8.0,DDR4,SSD,256.0,Intel Iris Xe,14.0,10999000,eaz.com.vn,11300000,manosavietnam.vn,15990000.0,compro.com.vn
,Intel Core i5,1135G7,8.0,,,,Intel Iris Xe,14.0,12500000,gamalaptop.vn,15590000,laptop15.vn,18679000.0,mylook.vn
Hp,Intel Core i3,1115G4,8.0,DDR4,SSD,256.0,Intel UHD Graphics,17.3,10590000,tncstore.vn,10990000,duyhungcomputer.vn,11490000.0,kinglap.vn
