shop_1_name,product_id,spec_key,brand_clean,cpu_model_clean,ram_gb_clean,storage_gb_clean,screen_size_clean,shop_2_name,shop_3_name,shop_1_price_clean,shop_2_price_clean,shop_3_price_clean,price_median,price_spread_clean_pct,flag_price_spread_warn,flag_price_spread_critical,shop_1_price_domain_outlier,shop_2_price_domain_outlier,shop_3_price_domain_outlier,shop_1_price_relative_outlier,shop_2_price_relative_outlier,shop_3_price_relative_outlier,n_prices_raw,n_prices_clean
laptopfull.com,1230,Lenovo|5300U|4.0|512.0|15.6,Lenovo,5300U,4.0,512.0,15.6,eaz.com.vn,hoanlong.com.vn,11490000.0,11499000.0,15890000.0,11499000.0,0.382641968866858,True,False,False,False,False,False,False,False,3,3
hoanghamobile.com,1238,ASUS|13500H|16.0|512.0|14.0,ASUS,13500H,16.0,512.0,14.0,hacom.vn,kimlongcenter.com,17690000.0,10999000.0,15400000.0,15400000.0,0.4344805194805194,True,False,False,False,False,False,False,False,3,3
cellphones.com.vn,1243,ASUS|13620H|16.0|512.0|15.6,ASUS,13620H,16.0,512.0,15.6,fptshop.com.vn,vitinhmanhphat.com,14090000.0,21890000.0,17550000.0,17550000.0,0.4444444444444444,True,False,False,False,False,False,False,False,3,3
ben.com.vn,1246,HP|125H|8.0|512.0|16.0,HP,125H,8.0,512.0,16.0,hacom.vn,cphub.vn,23639000.0,16999000.0,19949000.0,19949000.0,0.3328487643490901,True,False,False,False,False,False,False,False,3,3
maytinhquanganh.com,1249,Acer|1035G1|8.0|512.0|15.6,Acer,1035G1,8.0,512.0,15.6,maytinhgiare.vn,eaz.com.vn,8899000.0,12690000.0,15350000.0,12690000.0,0.5083530338849488,True,True,False,False,False,False,False,False,3,3
laptoptld.com,1265,ASUS|1135G7|8.0|512.0|15.6,ASUS,1135G7,8.0,512.0,15.6,laptopxachtay.com.vn,compro.com.vn,12500000.0,17290000.0,18400000.0,17290000.0,0.3412377096587622,True,False,False,False,False,False,False,False,3,3
eaz.com.vn,1267,ASUS|12900H|32.0|1024.0|15.6,ASUS,12900H,32.0,1024.0,15.6,compro.com.vn,tncstore.vn,46599000.0,65990000.0,69890000.0,65990000.0,0.3529474162751932,True,False,False,False,False,False,False,False,3,3
sondat.vn,1268,HP|1005G1|4.0|256.0|15.6,HP,1005G1,4.0,256.0,15.6,itdinhhoa.com,thanhnhancomputer.vn,7290000.0,12200000.0,12990000.0,12200000.0,0.4672131147540984,True,False,False,False,False,False,False,False,3,3
laptop.hpcen.vn,1285,ASUS|3750H|8.0|512.0|17.3,ASUS,3750H,8.0,512.0,17.3,kegiaphat.com,hikvisionbacninh.com,13900000.0,21890000.0,25500000.0,21890000.0,0.5299223389675651,True,True,False,False,False,False,False,False,3,3
hikvisionbacninh.com,1297,ASUS|9750H|16.0|512.0|15.6,ASUS,9750H,16.0,512.0,15.6,maytinhuongbi.com,kegiaphat.com,25500000.0,42000000.0,44600000.0,42000000.0,0.4547619047619047,True,False,False,False,False,False,False,False,3,3
cellphones.com.vn,1299,ASUS|X1 26 100|16.0|512.0|14.0,ASUS,X1 26 100,16.0,512.0,14.0,loctai.com,vitinhmanhphat.com,23390000.0,17490000.0,18450000.0,18450000.0,0.3197831978319783,True,False,False,False,False,False,False,False,3,3
tinhocsangtao.vn,1318,HP|1135G7|8.0|256.0|13.3,HP,1135G7,8.0,256.0,13.3,laptoptoancau.com,laptopdieplinh.com,22190000.0,16500000.0,17990000.0,17990000.0,0.3162868260144524,True,False,False,False,False,False,False,False,3,3
surfaceviet.vn,1321,Microsoft|4415Y|8.0|128.0|10.0,Microsoft,4415Y,8.0,128.0,10.0,maytinhnhapkhau.com.vn,surfacecenter.com.vn,14090000.0,8500000.0,12490000.0,12490000.0,0.4475580464371497,True,False,False,False,False,False,False,False,3,3
redlaptop.vn,1332,HP|1135G7|8.0|256.0|15.6,HP,1135G7,8.0,256.0,15.6,huynhgiastore.com,dientulamphat.com,9500000.0,12990000.0,15400000.0,12990000.0,0.4541955350269438,True,False,False,False,False,False,False,False,3,3
